NAME,MSINI,A,ECC,MSTAR,MASS
,mjupiter,au,,msun,mjupiter
PSR B1257+12 A,,0.168494,0,,0.0000629267
BD -08 2823 c,0.328101,0.679166,0.19,0.74,0.328101
Kepler-611 b,,0.0355594,0,1.01,0.0122275
Kepler-951 b,,0.309084,0,0.77,0.104473
4 UMa b,7.13242,0.876999,0.432,1.234,7.13242
Qatar-1 b,1.08272,0.0234308,0,0.85,1.08979
Kepler-794 b,,0.103391,0,1.19,0.0156727
HD 10697 b,6.23505,2.13177,0.099,1.112,6.23505
Kepler-597 b,,0.107239,0,0.97,0.0181548
Kepler-1433 b,,0.0526772,0,1.14,0.0116544
Kepler-194 b,,0.032015,,,0.0120453
Kepler-1121 b,,0.1187,0,1.29,0.014034
HD 33844 c,1.76867,2.23776,0.13,1.78,1.76867
Kepler-221 d,,0.0910907,,,0.022635
Kepler-338 d,,0.245507,,,0.0268614
Kepler-1575 b,,0.0359389,0,0.95,0.00752338
Kepler-535 b,,0.059689,0,1.18,0.0181548
Kepler-32 e,,0.0323795,,0.54,0.0117511
K2-66 b,,0.0597996,,1.11,0.0199094
HD 113337 b,2.83,1.03346,0.46,1.4,2.83
Kepler-146 b,,0.193788,,,0.0427893
Kepler-11 f,,0.250413,0.013,0.961,0.00723031
BD +20 2457 b,11.8883,1.04992,0.15,1.06,11.8883
Kepler-1152 b,,0.0223609,0,0.55,0.0018073
Kepler-176 c,,0.106865,,,0.0208911
mu Ara d,0.0345873,0.0927843,0.172,1.147,0.0345873
HD 3651 b,0.228975,0.29472,0.596,0.882,0.228975
KIC 11442793 d,,0.307074,,1.2,0.0247111
Kepler-714 b,,0.0812267,0,1.09,0.667539
Kepler-1236 b,,0.183885,0,0.86,0.0159697
Kepler-442 b,,0.386141,0,0.609,0.00809285
Kepler-1193 b,,0.0401985,0,1.08,0.00774372
Kepler-1262 b,,0.0823755,0,0.99,0.0133743
HD 99706 b,1.40289,2.13423,0.37,1.72,1.40289
Kepler-251 b,,0.0556186,,,0.00789025
HD 169830 b,2.88946,0.813279,0.31,1.407,2.88946
K2-34 b,1.68332,0.0435463,0,1.226,1.69892
Kepler-292 c,,0.0469467,,,0.0110268
Kepler-1367 b,,0.0225817,0,0.62,0.00215846
Kepler-491 b,,0.0518237,0,1.04,0.476871
HD 175541 b,0.52763,0.961227,0.33,1.34,0.52763
Kepler-324 b,,0.0524333,,,0.00464108
Kepler-250 c,,0.0726807,,,0.0172808
Kepler-462 b,,0.440508,0,1.59,0.044402
Kepler-568 b,,0.0794218,0,0.55,0.017125
Kepler-1149 b,,0.0473895,0,1.02,0.0101747
HD 202206 c,2.33098,2.49004,0.267,1.074,2.33098
Kepler-309 b,,0.0640717,,,0.0116666
Kepler-1116 b,,0.231343,0,0.95,0.0201979
Kepler-1146 b,,0.0313094,0,0.74,0.00609283
Kepler-940 b,,0.295668,0,0.97,0.0335331
Kepler-1103 b,,0.148265,0,1.11,0.0172355
Kepler-1117 b,,0.0546708,0,0.95,0.00422224
Kepler-571 b,,0.0543472,0,0.93,0.0214793
Kepler-843 b,,0.0318315,0,1.02,0.020755
Kepler-936 b,,0.0916253,0,0.92,0.010441
Kepler-1339 b,,0.0233196,0,0.94,0.000852625
Kepler-1005 b,,0.0681491,0,1,0.0118373
HD 145457 b,2.97219,0.762504,0.112,1.9,2.97219
KELT-19 A b,,0.0636824,,1.62,0.299893
Kepler-261 c,,0.165407,,,0.0147725
Kepler-465 b,,0.0969435,0,1.23,0.0259788
Kepler-336 c,,0.0884004,,,0.0156092
Kepler-1584 b,,0.113973,0,1.1,0.0120099
Kepler-1475 b,,0.390903,0,1.18,0.0256089
HD 206610 b,1.97113,1.53703,0.229,1.3,1.97113
M 67 SAND 364 b,1.88274,0.531449,0.35,1.35,1.88274
Kepler-711 b,,0.151882,0,0.84,0.0350514
HD 29021 b,2.45698,2.28031,0.459,0.85,2.45698
Kepler-365 b,,0.0948224,,,0.0151
Kepler-1610 b,,0.0802343,0,0.91,0.0120099
Kepler-838 b,,0.122141,0,0.98,0.0227057
Kepler-802 b,,0.223648,0,0.93,0.0383032
K2-139 b,0.390243,0.177066,0.12,0.919,0.390252
Kepler-1412 b,,0.0469983,0,1.06,0.0015002
Kepler-864 b,,0.0634219,0,1,0.0185165
Kepler-92 d,,0.28053,0.07,1.209,
HD 12661 c,1.9487,2.91927,0.0312556,1.136,1.9487
Kepler-12 b,0.431855,0.0556348,0,1.166,0.431956
Kepler-229 d,,0.233437,,,0.0469127
Kepler-1411 b,,0.375175,0,0.95,0.0240196
Kepler-1545 b,,0.552567,0,0.84,0.0222358
KIC 11442793 c,,0.088103,,1.2,0.0053608
HAT-P-36 b,1.83475,0.0238229,0.063,1.022,1.83923
WASP-35 b,0.716644,0.0431283,0,1.07,0.717098
HD 69830 d,0.0563373,0.627426,0.07,0.849,0.0563373
CoRoT-22 b,0.0413051,0.0922129,0.077,1.099,0.0383
HD 28254 b,1.1614,2.14768,0.81,1.06,1.1614
HD 81688 b,2.6907,0.811148,0,2.1,2.6907
HD 210277 b,1.27275,1.13105,0.476,0.986,1.27275
Kepler-1514 b,,0.755004,0,1.21,1
Kepler-132 c,,0.0675669,,,0.00692663
WTS-1 b,3.98653,0.0466301,0.05,1.2,3.99885
Kepler-322 b,,0.0273702,,,0.00302153
HATS-23 b,1.45846,0.0339907,0,1.121,1.47655
HR 8799 c,,42.4842,0,1.516,9.5
Kepler-717 b,,0.0504222,0,0.88,0.0187628
Kepler-51 b,,0.248169,,1,0.00661
Kepler-252 b,,0.0693352,,,0.00604207
XO-1 b,0.918265,0.049283,0,1.027,0.918464
Kepler-63 b,,0.0869107,,0.984,0.125283
Kepler-1423 b,,0.150343,0,0.79,0.00364938
HD 14067 b,7.81295,3.36797,0.533,2.4,7.81295
HD 35759 b,3.77395,0.388877,0.389,1.15,3.77395
Kepler-33 d,,0.166175,0,1.291,0.095206
Kepler-287 c,,0.247055,,,0.0318107
Kepler-154 f,,0.0869078,0,0.89,0.0118373
Kepler-245 b,,0.0749207,,,0.0205131
Kepler-537 b,,0.0438974,0,1.07,0.00965491
Kepler-989 b,,0.0730539,0,0.82,0.0165864
Kepler-100 c,0,0.109963,0,1.08,0
GJ 15 A b,0.0168,0.0716678,0,0.375,0.0168
Kepler-180 c,,0.236039,,,0.027035
Kepler-82 e,,0.063917,,,0.019315
Kepler-20 d,0.0236858,0.345324,0,0.912,0.0236865
Kepler-217 b,,0.0600513,,,0.0167934
Kepler-1523 b,,0.0185737,0,0.97,0.0117956
Kepler-235 e,,0.251922,,,0.0166981
Kepler-227 c,,0.281042,,,0.0275635
Kepler-169 d,,0.0805377,,,0.00638668
Kepler-1226 b,,0.131737,0,1.02,0.010441
Kepler-1623 b,,0.0522416,0,1,0.00752338
Kepler-254 b,,0.0633704,,,0.0475314
Kepler-79 e,,0.366575,0.012,,0.0129
Kepler-241 b,,0.106632,,,0.0177874
K2-19 d,,0.0352682,,0.93,0.00363755
Kepler-1525 b,,0.0360472,0,1.07,0.00206633
Kepler-749 b,,0.121097,0,0.79,0.028747
55 Cnc b,0.801471,0.113377,0.004,0.905,0.801471
Kepler-176 e,,0,0,0,0.010441
Kepler-565 b,,0.0509544,0,0.98,0.0409391
Kepler-631 b,,0.144301,0,1.24,0.0252452
Kepler-380 c,,0.0758501,,,0.00674351
Kepler-384 b,,0.156426,,,0.00436179
Kepler-1592 b,,0.0435619,0,1.18,0.0115145
Kepler-193 c,,0.26808,,,0.0229193
Kepler-1097 b,,0.600611,0,0.82,0.0318486
Kepler-368 c,,0.339899,,,0.0478436
Kepler-102 f,0.0269906,0.165339,0,0.8,0.00195073
Kepler-131 c,0.0525494,0.170752,0,1.02,0.0525494
Kepler-74 b,0.665099,0.0827067,0.287,1.4,0.66711
WASP-65 b,1.54502,0.0334131,0,0.93,1.54536
BD +15 2375 b,1.06215,0.575123,0.001,1.08,1.06215
HD 207832 b,0.564176,0.569755,0.13,0.94,0.564176
M 67 YBP 1514 b,0.397418,0.057344,0.39,0.96,0.397418
WASP-55 b,0.57116,0.0532575,0,1.01,0.571173
Kepler-1064 b,,0.120351,0,0.85,0.0115843
Kepler-280 b,,0.0324953,,,0.010538
HD 219134 c,0.0136956,0.0652526,0.062,0.81,0.0137111
HAT-P-56 b,2.15975,0.0423182,,1.296,2.18029
Kepler-1277 b,,0.227343,0,0.94,0.0119381
Kepler-1144 b,,0.12926,0,0.98,0.0147338
HATS-33 b,1.191,0.0372774,0,1.062,1.19203
Kepler-325 c,,0.106878,,,0.0201438
GJ 3293 b,0.0741085,0.143389,0.0611026,0.42,0.0741085
Kepler-547 b,,0.0595534,0,0.78,0.0517963
HD 33283 b,0.330171,0.145378,0.48,1.24,0.330171
Kepler-1312 b,,0.060394,0,0.99,0.0155754
Kepler-842 b,,0.0205641,0,0.78,0.0119381
OGLE-TR-111 b,0.548406,0.0468733,0,0.852,0.55
MOA-2007-BLG-400L b,,,,0.3,0.83
WASP-126 b,0.284135,0.044951,0,1.12,0.284326
K2-137 b,,0.00482158,0,0.463,0.00206485
Kepler-704 b,,0.0468593,0,0.97,0.0210409
HD 10180 e,0.0797893,0.269917,0.065,1.06,0.0797893
K2-55 b,,0.0348576,,0.696,0.0478721
Kepler-1532 b,,0.0201315,0,0.91,0.00819664
YZ Cet d,0.00359635,0.027645,0.129,0.13,0.00359635
Kepler-647 b,,0.126673,0,1.03,0.00501732
Kepler-765 b,,0.181954,0,1.05,0.0188877
Kepler-1016 c,,0.435925,0,0.99,0.0418568
Kepler-185 b,,0.0271381,,,0.00508144
55 Cnc d,3.54451,5.47467,0.02,0.905,3.54451
HD 155233 b,1.99403,2.06593,0.03,1.5,1.99403
WASP-3 b,2.00437,0.0314948,0,1.22,2.01184
HD 148156 b,0.847612,2.12913,0.52,1.22,0.847612
Kepler-172 d,,0.117052,,,0.0169862
Kepler-967 c,,0.628803,0,0.84,0.0412428
Kepler-182 c,,0.147469,,,0.0355742
Kepler-1016 b,,0.0304915,0,0.99,0.0162741
Kepler-307 b,,0.0903808,,0.907,
Kepler-1266 b,,0.169412,0,0.8,0.0206139
TrES-5 b,1.77,0.0245157,0,0.893,1.7781
Kepler-1306 b,,0.12495,0,0.98,0.014034
Kepler-1483 b,,0.0946205,0,1.25,0.0124263
Kepler-1047 b,,0.294564,0,1.08,0.0154788
Kepler-645 b,,0.0449621,0,1.13,0.0155754
Kepler-49 e,,0.137369,,,0.0116666
HD 222155 b,2.02633,5.13864,0.16,1.13,2.02633
Kepler-399 c,,0.174723,,,0.0100631
Kepler-761 b,,0.0900599,0,0.95,0.0150076
Kepler-1278 b,,0.0443634,0,1.11,0.0030088
Kepler-175 c,,0.205538,,,0.0286557
Kepler-391 c,,0.146522,,,0.0382517
HD 73526 b,2.8556,0.646509,0.19,1.014,2.8556
Kepler-768 b,,0.0927369,0,0.82,0.0132151
Kepler-879 b,,0.204258,0,1.02,0.020474
Kepler-1428 b,,0.103027,0,1.28,0.0121546
Kepler-200 b,,0.0821165,,,0.0158724
Kepler-1036 b,,0.475522,0,0.95,0.0271261
Kepler-1129 c,,0.352794,0,1,0.0227057
KIC 7917485 b,11.8793,2.05522,0.15,1.63,11.8793
HD 117207 b,1.8189,3.73753,0.144,1.031,1.8189
Kepler-122 d,,0.151731,,,0.0165098
Kepler-1140 b,,0.148956,0,0.76,0.0231879
Kepler-1565 b,,0.0237986,0,0.76,0.0053608
Kepler-1645 b,,0.126015,0,1.02,0.0131362
Kepler-769 b,,0.0789397,0,1.19,0.0256089
Kepler-1239 b,,0.0656375,0,1.4,0.0252452
HD 121504 b,1.2223,0.328688,0.03,1.18,1.2223
Kepler-1089 b,,0.0468266,0,0.52,0.0134548
Kepler-499 b,,0.0591446,0,0.87,0.0162741
HD 40956 b,4.30224,1.7133,0.24,2,4.30224
GJ 3138 d,0.0340807,0.698075,0.286822,0.681,0.0340807
Kepler-852 b,,0.262112,0,1.19,0.0201979
Kepler-1354 b,,0.370933,0,1.16,0.0263549
Kepler-342 e,,0.0283971,0,1.13,0.00189081
Kepler-1366 b,,0.0279245,0,0.62,0.0101747
HD 156846 b,11.0076,1.11751,0.8472,1.43,11.0076
Kepler-18 b,,0.0447299,0,0.972,0.022
Kepler-1548 b,,0.487186,0,0.99,0.0214793
K2-138 b,,0.0337968,0,0.93,0.0119894
HR 8799 d,,26.7553,0.1,1.516,9.5
HAT-P-23 b,2.0884,0.0231971,0.106,1.13,2.09606
HD 224693 b,0.714594,0.192441,0.05,1.33,0.714594
Kepler-1401 b,,0.100207,0,1.07,0.0124487
Kepler-505 b,,0.146166,0,0.55,0.0208973
Kepler-388 c,,0.109844,,,0.00170474
Kepler-862 b,,0.0402889,0,0.88,0.0165864
Kepler-246 c,,0.0978933,,,0.0117855
Kepler-795 b,,0.183527,0,0.94,0.0124487
Kepler-941 b,,0.126522,0,0.89,0.0283318
HD 158038 b,1.79425,1.49788,0.291,1.65,1.79425
GJ 3942 b,0.0224877,0.0608369,0.121,0.63,0.0224877
Kepler-1502 b,,0.265793,0,1.44,0.0302544
Kepler-888 b,,0.331234,0,0.97,0.0129801
Kepler-822 b,,0.0435391,0,1.06,0.0130579
Kepler-240 b,,0.0504957,,,0.00871939
Kepler-26 c,,0.113189,0,0.65,0.0397121
Kepler-143 c,,0.176495,,,0.0341953
Kepler-1469 b,,0.148827,0,0.92,0.0236826
Kepler-1334 b,,0.119927,0,0.94,0.0173469
Kepler-508 b,,0.177259,0,1.16,0.0121546
K2-21 c,,0.104852,,0.64,0.014144
Kepler-1091 b,,0.0249783,0,1.01,0.0107116
GJ 179 b,0.824243,2.41241,0.21,0.357,0.824243
Kepler-206 b,,0.0768541,,,0.00554835
Kepler-22 b,,0.848513,,0.97,0.0183345
Kepler-1101 b,,0.359829,0,0.94,0.0192688
Kepler-1369 b,,0.170628,0,0.99,0.0220818
Kepler-68 c,0.00627171,0.0907017,0,1.079,0.015142
Kepler-986 b,,0.284051,0,0.96,0.0181548
Kepler-300 b,,0.0935225,,,0.0123736
Kepler-937 b,,0.340485,0,1.15,0.0431113
Kepler-110 c,,0.196107,,,0.0166036
Kepler-42 d,,0.0150222,,0.13,0.000404706
Kepler-357 d,,0.263841,,,0.0355742
HD 143361 b,3.42269,1.98497,0.193,0.95,3.42269
Kepler-715 b,,0.0920746,0,1.04,0.0440759
HD 155358 b,0.819484,0.626938,0.17,0.87,0.819484
Kepler-134 b,,0.0596222,,,0.0147725
Kepler-369 b,,0.0382537,,,0.00450004
HD 192310 b,0.0531258,0.322307,0.13,0.8,0.0531258
Kepler-257 d,,0.165827,,,0.0812259
Kepler-342 b,,0.119932,,,0.0169862
Kepler-644 b,,0.0482761,0,1.49,0.029598
Kepler-1108 b,,0.0511944,0,0.88,0.0107116
K2-97 b,1.13834,0.0850402,,1.16,1.13834
Kepler-119 b,,0.0352966,,,0.0397965
WASP-64 b,1.2691,0.0265195,0,1.004,1.27137
Kepler-190 b,,0.0312733,,,0.0116666
upsilon And b,0.669277,0.0593858,0.013,1.31,0.669277
Kepler-56 c,,0.167568,,1.37,0.196739
Kepler-1267 b,,0.113545,0,1.15,0.0271261
Kepler-1138 b,,0.0415217,0,0.95,0.0125983
TYC 3318-01333-1 b,3.42866,1.41366,0.098,1.19,3.42866
HD 176986 b,0.0200181,0.0629202,0.066,0.789,0.0200181
Kepler-237 b,,0.0550302,,,0.00960182
Kepler-132 e,,0,0,0,0.00518721
Kepler-223 e,,0.142858,,,0.0185304
HD 86081 b,1.49595,0.0346186,0.008,1.21,1.49595
WASP-74 b,0.939613,0.0370185,0,1.48,0.95
HD 109246 b,0.768085,0.328074,0.12,1.01,0.768085
WASP-68 b,0.956493,0.0621834,0,1.24,0.957019
Kepler-81 d,,0.148198,,,0.0057099
K2-13 b,,0.212191,0,0.8,0.0155688
Kepler-68 d,0.80971,1.39638,0.18,1.079,0.80971
Kepler-403 c,,0.280567,,,0.0129124
Kepler-197 d,,0.122591,,,0.00587447
Kepler-1631 b,,0.049588,0,0.97,0.00819664
Kepler-589 b,,0.121794,0,0.88,0.0172355
Kepler-701 b,,0.0890998,0,0.88,0.0241903
Kepler-1300 b,,0.168494,0,1.29,0.00866602
Kepler-1485 b,,0.148883,0,1.11,0.0109866
Kepler-348 b,,0.0720019,,,0.0123086
Kepler-341 d,,0.179022,,,0.0136211
Kepler-1632 b,,1.19049,0,1.12,0.0192688
HD 128311 c,3.24848,1.74533,0.23,0.828,3.24848
Kepler-445 d,,0.044761,0,0.18,0.00688654
Kepler-603 b,,0.149715,0,1.01,0.0214793
Kepler-364 c,,0.29988,,,0.0160511
Kepler-299 e,,0.222312,,,0.0137681
Kepler-1075 b,,0.0213603,0,0.56,0.00991268
K2-25 b,,0.0299103,0.27,0.294,0.0355731
Kepler-902 b,,0.225432,0,0.95,0.0201979
CoRoT-23 b,3.07662,0.0483417,0.16,1.14,3.0853
Kepler-1158 b,,0.124667,0,1.41,0.017919
Kepler-387 c,,0.101652,,,0.00192504
Kepler-821 b,,0.0285532,0,0.84,0.00752338
Kepler-684 b,,0.0673713,0,0.89,0.0340314
Kepler-54 d,,0.148945,,,0.0125754
Kepler-1082 b,,0.0263938,0,1.03,0.00437411
Kepler-1474 b,,0.217913,0,1.04,0.0161718
WASP-39 b,0.284135,0.0485835,0,0.93,0.284338
HD 222076 b,,1.82563,0.08,1.07,
Kepler-102 e,0.0296868,0.116059,0,0.8,0.0280968
Kepler-1463 b,,0.165763,0,0.96,0.0136995
Kepler-219 b,,0.0540172,,,0.0260126
Kepler-1377 b,,0.015239,0,0.86,0.00648186
Kepler-549 c,,0.448737,0,0.88,0.0256089
GJ 876 b,1.9469,0.208098,0.0324,0.32,1.9469
Kepler-984 b,,0.237086,0,0.96,0.0157709
Kepler-385 b,,0.0911035,,,0.022635
Kepler-374 b,,0.0299991,,,0.00324127
Kepler-296 e,,0.205969,,,0.0129124
HD 164509 b,0.480333,0.877542,0.26,1.13,0.480333
HD 9446 b,0.698769,0.189213,0.2,1,0.698769
HD 18742 b,2.8638,1.97816,0.12,1.73,2.8638
Kepler-255 b,,0.0625553,,,0.011604
HD 106315 b,,0.0889028,0,1.027,0.0191242
Kepler-636 b,,0.118109,0,0.85,0.0652266
Kepler-197 b,,0.061711,,,0.00313003
Kepler-183 c,,0.100501,,,0.0171819
Kepler-745 b,,0.0916134,0,1.04,0.0161718
Kepler-517 b,,0.297893,0,0.95,0.021778
Kepler-232 b,,0.0527986,,,0.0282863
Kepler-345 c,,0.0870905,,,0.00554835
WASP-80 b,0.551763,0.0344696,0,0.58,0.551763
HD 167042 b,1.63682,1.29371,0.089,1.63,1.63682
Kepler-1373 b,,0.0247968,0,1.22,0.00485109
Kepler-152 b,,0.135451,,,0.0235009
Kepler-92 c,,0.186405,,1.21,
Kepler-743 b,,0.0414509,0,0.94,0.00571923
HD 86950 b,3.61213,2.71944,0.17,1.66,3.61213
HD 69830 b,0.0316488,0.0781916,0.1,0.849,0.0316488
Kepler-983 b,,0.312713,0,1.13,0.0181548
Kepler-8 b,0.582607,0.0483278,0,1.213,0.585742
Kepler-1014 b,,0.121899,0,0.88,0.0183949
Kepler-336 d,,0.147443,,,0.0182069
Kepler-646 b,,0.120657,0,0.93,0.0147338
Kepler-1272 b,,0.274894,0,1.06,0.0181548
Kepler-353 c,,0.0809409,,,0.00893492
HD 114762 b,11.6351,0.362932,0.3354,0.894578,11.6351
Kepler-154 b,,0.201514,,,0.0170837
Kepler-804 b,,0.116085,0,1.01,0.0142915
61 Vir c,0.0333747,0.216926,0.14,0.942,0.0333747
HD 45652 b,0.468448,0.227878,0.38,0.83,0.468448
Kepler-1244 b,,0.0531529,0,1.46,0.00819664
Kepler-1386 b,,0.0702913,0,1.02,0.00628541
Kepler-978 b,,0.270303,0,1.07,0.0267373
Kepler-1404 b,,0.116915,0,0.84,0.0148244
Kepler-735 b,,0.0945351,0,0.85,0.0259788
Kepler-237 c,,0.0789575,,,0.015437
HD 5583 b,5.80266,0.528741,0.076,1.01,5.80266
HAT-P-14 b,2.22166,0.0606258,0.107,1.386,2.23603
Kepler-972 b,,0.0753112,0,1.15,0.0714653
Kepler-317 c,,0.0832604,,,0.0127076
Kepler-92 b,,0.119688,,1.21,
Kepler-1572 b,,0.0603302,0,0.97,0.00235177
Kepler-301 d,,0.112331,,,0.0129124
Kepler-1363 b,,0.0366691,0,0.76,0.00648186
Kepler-148 c,,0.050784,,,0.0397965
Kepler-49 d,,0.0367817,,,0.0119197
Kepler-668 b,,0.07692,0,0.87,0.0222358
K2-15 b,,0.0909691,0,0.72,0.0213883
Kepler-1013 b,,0.129582,0,0.81,0.0160703
Kepler-796 b,,0.0658558,0,0.93,0.00730709
Kepler-1634 b,,0.989603,0,0.92,0.0304768
HIP 105854 b,8.2,0.812352,0.02,2.1,8.2
Kepler-169 b,,0.0429455,,,0.00450004
WASP-66 b,2.30754,0.0546221,0,1.3,2.31346
HD 73256 b,1.86902,0.0371348,0.029,1.05,1.86902
Kepler-1427 b,,0.0192274,0,1.01,0.00407386
HD 106315 c,,0.150571,0,1.027,0.069254
Kepler-303 c,,0.0720317,,,0.00464108
Kepler-1274 b,,0.0809151,0,1.45,0.00991268
Kepler-1032 b,,0.0396806,0,0.77,0.0137822
Kepler-168 b,,0.0527522,,,0.0107805
Kepler-56 b,,0.104248,,1.37,0.0465014
6 Lyn b,2.20888,2.18639,0.059,1.82,2.20888
Kepler-238 b,,0.0320006,,,0.0127755
Kepler-151 c,,0.165872,,,0.0155228
Kepler-1487 b,,0.0821396,0,1.38,0.0158698
Kepler-150 b,,0.0444944,,,0.00638668
HD 180314 b,22.6261,1.45528,0.257,2.6,22.6261
HD 17092 b,4.96206,1.30798,0.166,2.3,4.96206
Kepler-780 b,,0.0151449,0,1.01,0.00189081
Kepler-353 b,,0.0631426,,,0.00192504
Kepler-931 b,,0.0746773,0,0.86,0.00796813
Kepler-1246 b,,0.0888549,0,0.73,0.00842926
Kepler-1169 b,,0.0702714,0,1.24,0.00235177
HD 34445 e,0.051651,0.268681,0.09,1.07,0.051651
Kepler-1105 b,,0.0470338,0,0.71,0.0148244
HIP 57274 b,0.0365708,0.0712798,0.187,0.73,0.0365708
Kepler-93 b,0.00814206,0.0534149,0,0.91,0.00814901
Kepler-281 c,,0.214705,,,0.0938647
WASP-94 A b,0.418542,0.0532427,0,1.29,0.41865
Kepler-236 b,,0.0801996,,,0.0117295
HD 202206 b,16.8244,0.811776,0.435,1.074,16.8244
WASP-5 b,1.62047,0.0271923,0,1.01,1.62423
Kepler-78 b,0.00593365,0.00914662,,0.81,0.00585
Kepler-55 f,,0.0920376,,,0.011856
Kepler-314 c,,0.0643363,,,0.025195
GJ 273 b,0.00910315,0.0911013,0.104999,0.29,0.00910315
CoRoT-2 b,3.27343,0.0280884,0.0143,0.97,3.27527
Kepler-447 b,1.36628,0.0769686,0.123,1,1.37
Kepler-187 c,,0.0946763,,,0.0218083
Kepler-257 c,,0.0687315,,,0.0975428
Kepler-424 c,7.03702,0.724323,0.319,1.01,7.03702
K2-8 b,,0.0859362,,0.79,0.0419087
Kepler-522 b,,0.25806,0,1.54,0.136066
WASP-133 b,1.19752,0.034546,0,1.16,1.19916
HAT-P-66 b,0.769884,0.0436462,0,1.255,0.77158
HD 108874 c,1.02837,2.72021,0.273039,0.95,1.02837
Kepler-1615 b,,0.259379,0,1.04,0.015288
GJ 832 c,0.016749,0.162542,0.18,0.45,0.016749
Kepler-894 b,,0.0855774,0,0.87,0.0233514
Kepler-1609 b,,0.487197,0,1.18,0.0166923
Kepler-289 b,,0.207581,,,0.0188614
Kepler-1524 b,,0.353488,0,1.17,0.0383032
Kepler-346 c,,0.162163,,,0.0281036
Kepler-1403 b,,0.0607809,0,1.11,0.0159697
Kepler-953 b,,0.381801,0,0.95,0.0583181
Kepler-1479 b,,0.116158,0,0.99,0.0134548
HD 200964 c,0.945722,2.00121,0.181,1.57,0.945722
HD 10180 h,0.206033,3.42452,0.151,1.06,
Kepler-328 c,,0.352599,,1.15,
HD 33142 b,1.41137,1.09038,0.12,1.62,1.41137
Kepler-402 e,,0.098218,,,0.0107805
HAT-P-20 b,7.27817,0.03616,0.015,0.756,7.28953
HD 7924 b,0.0273647,0.0566417,0.058,0.832,0.0273647
Kepler-834 b,,0.0976622,0,0.7,0.0149156
Kepler-439 b,,0.594654,0,0.884,0.0168896
Kepler-1060 b,,0.253589,0,0.99,0.0182743
Kepler-1150 b,,0.0353774,0,0.76,0.00313024
CoRoT-5 b,0.461312,0.0496334,0.09,1,0.462537
WASP-127 b,0.204009,0.0555523,0,1.31,0.204061
Kepler-1184 b,,0.282775,0,1.05,0.0219292
WASP-47 b,1.1233,0.0509676,0,1.02,1.12341
Kepler-194 d,,0.275493,,,0.0185304
OGLE-2011-BLG-0251 b,,,,0.26,0.53
Kepler-1566 b,,0.0122438,0,0.84,0.00123338
K2-24 b,0.0723532,0.154139,0.24,1.12,0.0723594
Kepler-36 b,,0.115423,0,1.071,0.0140379
Kepler-161 b,,0.0566234,,,0.0157841
Kepler-943 b,,0.258472,0,0.93,0.117824
HD 109271 c,0.0771544,0.195818,0.15,1.047,0.0771544
Kepler-899 b,,0.136873,0,0.93,0.0219292
HAT-P-35 b,1.05305,0.0497734,0.025,1.236,1.05422
HD 99109 b,0.504198,1.10806,0.09,0.94,0.504198
Kepler-1347 b,,0.106453,0,0.82,0.00325512
Kepler-649 b,,0.186659,0,0.97,0.017125
Kepler-66 b,,0.135169,,1.038,0.0244232
Kepler-778 b,,0.044079,0,0.81,0.0124487
Kepler-253 c,,0.0925387,,,0.0215411
Kepler-744 b,,0.100833,0,0.94,0.0120821
Kepler-5 b,2.11222,0.0506416,0,1.374,2.11663
Kepler-161 c,,0.0720527,,,0.0151834
HD 10647 b,0.925037,2.02175,0.16,1.095,0.925037
Kepler-675 b,,0.0318646,0,0.79,0.0190136
Kepler-758 d,,0.154009,0,1.16,0.0157709
Kepler-331 b,,0.0812396,,,0.013404
Kepler-28 c,,0.0768547,0,0.75,0.0348081
Kepler-600 b,,0.152252,0,0.84,0.0252452
HATS-9 b,0.832409,0.0304899,0,1.03,0.837
Kepler-782 b,,0.569779,0,0.98,0.0307009
Kepler-121 b,,0.0422983,,,0.0178911
Kepler-1407 b,,0.149206,0,1.1,0.0170154
Kepler-816 b,,0.0906432,0,0.9,0.880048
Kepler-1205 b,,0.0194186,0,0.84,0.00965491
Kepler-1585 b,,0.0448876,0,0.94,0.0132151
Kepler-621 b,,0.0334052,0,0.72,0.0174594
Kepler-412 b,0.928529,0.0295963,0.0038,1.167,0.940391
HD 111591 b,4.44725,2.53363,0.26,1.94,4.44725
upsilon And c,1.91855,0.830445,0.223848,1.31,1.91855
Kepler-170 c,,0.12769,,,0.0245625
Kepler-122 b,,0.0629312,,,0.0178911
WASP-12 b,1.34899,0.0225329,0.049,1.28,1.36063
Kepler-148 b,,0.0281967,,,0.0132614
HD 170469 b,0.668676,2.23538,0.11,1.136,0.668676
Kepler-285 b,,0.0373252,,,0.00809262
HATS-27 b,0.527536,0.0611041,0,1.415,0.528122
HD 88133 b,0.296108,0.0469104,0.133,1.18,0.296108
HD 196885 b,2.9439,2.54171,0.48,1.23,2.9439
24 Sex b,1.83564,1.4118,0.184,1.81,1.83564
HD 190228 b,5.94193,2.60478,0.531,1.821,5.94193
Kepler-333 b,,0.105697,,,0.00769114
Kepler-510 b,,0.137663,0,0.91,0.0192688
Kepler-370 c,,0.139463,,,0.0140679
OGLE-2006-BLG-109L b,,2.30386,,0.51,0.727
BD +20 594 b,0.0515049,0.232191,0,0.961,0.0515065
Kepler-762 b,,0.0483406,0,1.06,1
Kepler-128 b,,0.126287,,1.18,
Kepler-111 c,,0.723521,,,0.159251
