NAME,MSINI,A,ECC,MSTAR,MASS
,mjupiter,au,,msun,mjupiter
Kepler-107 d,,0.0780099,,,0.00371234
Kepler-1049 b,,0.0344721,0,0.51,0.00245309
Kepler-813 b,,0.13761,0,0.95,0.0159697
Kepler-427 b,0.310432,0.091351,0,0.96,0.29
Kepler-1056 b,,0.185149,0,1.12,0.0271261
Kepler-1165 b,,0.0912977,0,1.13,0.0115843
Kepler-1104 b,,0.0627651,0,1.3,0.00609283
WASP-14 b,7.65457,0.0367693,0.091,1.31,7.69234
Kepler-50 b,,0.0825598,,1.23,0.0164915
NN Ser d,0.642621,3.70596,0.05,,0.642621
WASP-105 b,1.75919,0.0745473,0,0.89,1.75922
GJ 625 b,0.0089295,0.0783624,0.13,0.3,0.0089295
Kepler-1279 b,,0.170989,0,1.21,0.0129028
Kepler-1599 b,,0.48075,0,0.99,0.0120821
Kepler-20 b,0.0266149,0.0453704,0,0.912,0.0266646
HAT-P-27 b,0.615135,0.0399488,0,0.92,0.617485
Kepler-181 b,,0.0419466,,,0.00674351
HD 116029 b,1.9075,1.64869,0,1.33,1.9075
Kepler-207 b,,0.0269045,,,0.0117295
Kepler-1156 b,,0.101981,0,1,0.00774372
Kepler-1512 b,,0.13139,0,0.73,0.00518721
Kepler-787 b,,0.0161327,0,0.65,0.00688654
Kepler-528 b,,0.143629,0,1.01,0.0154788
HD 219828 b,0.0622185,0.0515012,0,1.24,0.0622185
Kepler-480 b,,0.0609811,0,1.25,0.0233514
Kepler-1567 b,,0.5527,0,0.95,0.0227057
HD 3167 b,0.0157857,0.0181491,0,0.866,0.015891
Kepler-1390 b,,0.0675681,0,0.98,0.00518721
Kepler-1642 b,,0.0994208,0,0.88,0.0304768
Kepler-11 c,,0.106909,0.0256125,0.961,0.00912437
Kepler-871 b,,0.159318,0,1.11,0.0437521
Kepler-1131 b,,0.0458416,0,1.03,0.0118667
Kepler-705 b,,0.231978,0,0.53,0.0156727
HD 1237 b,3.3748,0.494668,0.511,0.9,3.3748
WASP-21 b,0.300201,0.0521087,0,1.01,0.300272
Kepler-284 c,,0.219317,,,0.0210192
Kepler-186 c,,0.0574114,0.03,0.478,0.00636705
HD 4308 b,0.0477376,0.119192,0,0.933,0.0477376
Kepler-239 b,,0.101225,,,0.0177874
Kepler-651 b,,0.146649,0,0.92,0.0181548
Kepler-80 f,,0.017386,0,0.72,0.00609283
Kepler-1217 b,,0.0320163,0,1.06,0.0147338
Kepler-895 b,,0.0337283,0,0.65,0.0115145
Kepler-628 b,,0.121444,0,1,0.243389
Kepler-408 b,0.000699655,0.0366405,,1.08,0.000699655
Kepler-174 b,,0.113583,,,0.014454
Kepler-440 b,,0.353207,0,0.575,0.0136945
Kepler-403 d,,0,0,0,0.00991268
K2-6 b,,0.19095,,0.97,0.0213284
Kepler-224 d,,0.0988375,,,0.0174811
Kepler-389 c,,0.116434,,,0.0107805
Kepler-674 b,,0.0282874,0,0.6,0.0125233
Kepler-1047 c,,0.0435026,0,1.08,0.00277643
Kepler-1247 b,,0.106621,0,0.86,0.0178026
Kepler-1210 b,,0.0771394,0,0.94,0.0125983
Kepler-254 c,,0.104915,,,0.0160511
Kepler-236 c,,0.162691,,,0.0147725
WASP-25 b,0.578118,0.0473714,0,1,0.57847
Kepler-186 d,,0.0860831,0.03,0.478,0.00934866
Kepler-1646 b,,0.0330793,0,0.24,0.00609283
HATS-11 b,0.846543,0.0461455,0,1,0.846665
HD 24040 b,4.02189,4.92406,0.04,1.18,4.02189
Kepler-359 c,,0.292189,,,0.0607789
Kepler-211 c,,0.0649112,,,0.00711292
Kepler-967 b,,0.103279,0,0.84,0.0180364
Kepler-1574 b,,0.0726189,0,1.06,0.00709482
Kepler-1157 b,,0.0483728,0,0.76,0.00392895
Kepler-549 b,,0.230006,0,0.88,0.020474
Kepler-1510 b,,0.399998,0,1.19,0.0340314
HD 59686 A b,6.91979,1.08598,0.05,1.9,6.91979
Kepler-1002 b,,0.0556094,0,1.22,0.0126737
Kepler-294 c,,0.0690438,,,0.0223552
Kepler-263 c,,0.256083,,,0.019315
Kepler-349 b,,0.0641159,,,0.0139923
Kepler-1563 b,,0.0445351,0,1,0.00105753
Kepler-1611 b,,0.0573666,0,0.94,0.00136198
Kepler-1284 b,,0.0140554,0,0.84,0.00571923
HD 200964 b,1.94873,1.64347,0.04,1.57,1.94873
Kepler-706 b,,0.223617,0,0.87,1
HD 147018 b,2.12711,0.238855,0.4686,0.927,2.12711
HD 218566 b,0.212872,0.687282,0.3,0.85,0.212872
HD 45364 b,0.187149,0.68156,0.1684,0.82,0.187149
Kepler-1177 b,,0.436075,0,0.98,0.014034
Kepler-1364 b,,0.125617,0,1.49,0.0160703
Kepler-653 b,,0.118258,0,1.02,0.0143786
Kepler-553 b,,0.0482066,0,0.92,0.0707577
Kepler-361 b,,0.081426,,,0.010538
Kepler-318 c,,0.101523,,,0.0419521
WASP-140 b,2.4185,0.0323373,0.047,0.9,2.43513
Kepler-372 b,,0.0705863,,,0.00850717
Kepler-197 e,,0.168262,,,0.00208313
HD 141937 b,9.4752,1.50087,0.41,1.048,9.4752
K2-11 b,,0.25272,0,1.35,1
Kepler-405 c,,0.187804,,,0.071727
Kepler-104 d,,0.271796,,,0.0392746
Kepler-702 b,,0.0907551,0,0.9,0.531485
Kepler-26 d,,0.0454914,,,0.00371234
Kepler-159 b,,0.0916828,,,0.0183139
HD 156668 b,0.0130582,0.0499846,0,0.772,0.0130582
MOA-2009-BLG-387L b,,1.76808,,0.19,2.6
Kepler-1045 b,,0.165053,0,0.86,0.0220818
Kepler-905 b,,0.0568739,0,0.95,0.00965491
Kepler-763 b,,0.0208123,0,0.84,0.00590412
Kepler-1376 b,,0.059158,0,0.98,0.00351465
Kepler-32 f,,0.0130732,0,0.54,0.00143611
WASP-103 b,1.48481,0.0198682,0,1.22,1.48791
Kepler-990 c,,0.0131638,0,1.05,0.0124263
WASP-131 b,0.272434,0.0608315,0,1.06,0.273475
Kepler-221 e,,0.136253,,,0.0212781
Kepler-1028 b,,0.0349411,0,0.9,0.00796813
Kepler-256 c,,0.0441473,,,0.0160511
GJ 649 b,0.325341,1.13179,0.3,0.54,0.325341
Kepler-1333 b,,0.439185,0,0.94,0.0238504
Kepler-276 b,,0.114376,,,0.0247188
Kepler-1042 b,,0.0832577,0,0.75,0.0163773
Kepler-264 c,,0.52792,,,0.0241007
HD 132406 b,5.60495,1.98227,0.34,1.09,5.60495
Kepler-143 b,,0.124306,,,0.0186399
Kepler-1225 b,,0.0746694,0,1.13,0.0133743
Kepler-189 c,,0.144846,,,0.0183139
HD 38529 c,12.2603,3.6002,0.355094,1.34,12.2603
Kepler-62 b,,0.0552794,0.0707107,0.69,0
Kepler-281 b,,0.117153,,,0.0239491
Kepler-1006 b,,0.13168,0,0.78,0.0115145
Kepler-196 c,,0.256426,,,0.0168894
Kepler-238 c,,0.0657332,,,0.0184218
Kepler-49 c,,0.07889,,0.55,0.0202381
Kepler-55 c,,0.202122,,0.62,0.016585
Kepler-791 b,,0.127324,0,1.3,0.0277215
WASP-19 b,1.11405,0.0163152,0.0046,0.93,1.13339
Kepler-310 d,,0.401368,,,0.019315
Kepler-619 c,,0.022851,0,1.09,0.0125233
Kepler-204 c,,0.170262,,,0.0131908
Kepler-26 b,,0.0902469,0,0.65,0.0397121
Kepler-374 c,,0.0432285,,,0.00409374
Kepler-395 b,,0.0719854,,,0.00324127
WASP-93 b,1.42669,0.0417621,0,1.3,1.44377
K2-16 b,,0.0666347,,0.68,0.015254
HD 126614 A b,0.385706,2.36847,0.41,1.145,0.385706
Kepler-875 b,,0.181834,0,1.06,0.0252452
Kepler-1508 b,,0.154158,0,1.14,0.00796813
Kepler-1568 b,,0.152944,0,1.09,0.00730709
Kepler-80 e,,0.0544864,,,0.0121773
Kepler-83 d,,0.0585134,,,0.014298
Kepler-519 b,,0.157968,0,0.89,0.0155754
Kepler-192 d,,0,0,0,0.00313024
Kepler-167 b,,0.0481157,,0.77,0.010538
HD 215152 b,0.00572025,0.0576393,0,0.77,0.00572025
Kepler-772 b,,0.107432,0,0.98,0.0133743
Kepler-295 d,,0.204929,,,0.00850717
Kepler-337 b,,0.043316,,,0.0115417
HIP 67537 b,,4.9058,0.59,2.41,
HD 177830 b,1.31967,1.13872,0.096,1.17,1.31967
Kepler-516 b,,0.195757,0,1.62,0.110157
Kepler-1562 b,,0.316103,0,1.02,0.0385876
Kepler-226 d,,0.0789926,,,0.00587447
K2-99 b,0.974675,0.158693,0.19,1.6,0.975461
HD 42012 b,1.6121,1.66108,0,0.83,1.6121
HD 38283 b,0.338157,1.02382,0.41,1.085,0.338157
Kepler-386 b,,0.104341,,,0.00915403
Kepler-922 b,,0.0184414,0,0.95,0.00991268
HD 217786 b,13.1868,2.3791,0.4,1.02,13.1868
Kepler-363 c,,0.0752686,,,0.0125062
Kepler-687 b,,0.134386,0,0.77,0.0377408
Kepler-1457 b,,0.270431,0,1.01,0.0147338
CoRoT-24 c,0.0872135,0.0980725,0,0.91,0.0872267
Kepler-567 b,,0.119888,0,0.84,0.0170154
Kepler-1453 b,,0.252883,0,0.97,0.021778
Kepler-24 d,,0.0513038,,,0.0123736
HD 32518 b,3.34549,0.595162,0.01,1.13,3.34549
Kepler-980 b,,0.101644,0,1.05,0.021778
Kepler-472 b,,0.048077,0,0.85,0.0309268
Kepler-402 c,,0.0655142,,,0.0116666
Kepler-435 b,0.854333,0.0948432,0.114,1.538,0.84
WASP-18 b,10.0636,0.0201401,0.00848,1.22,10.2006
HD 145934 b,2.28382,4.6069,0.053,1.748,2.28382
CoRoT-6 b,2.95325,0.0854177,0,1.05,2.95364
Kepler-127 c,,0.186396,,,0.0216742
Kepler-839 b,,0.235594,0,1.22,0.020474
Kepler-203 c,,0.0600193,,,0.019315
Kepler-1234 b,,0.0949095,0,0.8,0.0238504
Kepler-1127 b,,0.0575745,0,0.97,0.0144664
Kepler-732 c,,0.0143082,0,0.49,0.00668223
HD 73267 b,3.06257,2.19849,0.256,0.89,3.06257
HD 147513 b,1.17965,1.30958,0.26,1.072,1.17965
K2-28 b,,0.0214313,0,0.257,0.0181771
Kepler-1528 b,,0.0291497,0,1.03,0.0107116
Kepler-893 b,,0.0670296,0,1,0.027323
Kepler-1387 b,,0.0317279,0,0.82,0.00225358
Kepler-1062 b,,0.0786582,0,0.75,0.0129801
HD 72659 b,3.1741,4.75375,0.22,1.068,3.1741
K2-29 b,0.361551,0.0421448,0.066,0.94,0.362167
BD +14 4559 b,1.51929,0.775866,0.29,0.86,1.51929
HD 1605 b,0.96903,1.48605,0.078,1.31,0.96903
Kepler-79 b,,0.114456,0.015,1.1,0.0343
Kepler-202 b,,0.0498841,,,0.0121124
Kepler-709 b,,0.115768,0,0.8,0.0256089
HD 197037 b,0.807324,2.07477,0.22,1.11,0.807324
HD 70642 b,1.90944,3.18072,0.034,1.002,1.90944
KELT-2 A b,1.52019,0.0549707,0,1.308,1.52064
Kepler-10 b,0.0142142,0.0167573,0,0.895,0.0142824
Kepler-208 e,,0.125606,,,0.0112762
Kepler-1365 b,,0.0763129,0,1,0.00215846
Kepler-270 c,,0.168498,,,0.0130508
Kepler-966 b,,0.423716,0,1.02,0.0557908
Kepler-1010 b,,0.196353,0,0.86,0.0176872
HD 17674 b,0.875702,1.41961,0,0.98,0.875702
K2-24 c,0.0980475,0.246993,0,1.12,0.0980484
Kepler-811 b,,0.161485,0,1.01,0.0222358
Kepler-225 c,,0.138343,,,0.0135483
Kepler-1305 b,,0.11018,0,0.97,0.0138656
Kepler-150 d,,0.105752,,,0.0235009
K2-77 b,,0.0738763,0.14,0.8,0.0180684
Kepler-1322 b,,0.0184246,0,0.9,0.0120099
Kepler-405 b,,0.0945195,,,0.015437
Kepler-208 b,,0.0511769,,,0.0121124
M 67 YBP 1194 b,0.346328,0.0715732,0.24,1.01,0.346328
Kepler-1084 b,,0.0328337,0,1.12,0.00422224
Kepler-616 b,,0.0902152,0,0.98,0.0188877
Kepler-325 d,,0.223972,,,0.0235009
Kepler-1065 c,,0.0340815,0,0.94,0.0119381
Kepler-1464 c,,0.0600955,0,1.02,0.00289089
Kepler-340 c,,0.157474,,,0.0341953
Kepler-682 b,,0.103131,0,0.92,0.164047
Kepler-507 b,,0.0480157,0,1.16,0.00730709
HD 40307 c,0.0211468,0.0800702,0,0.74,0.0211468
HD 142 b,1.3057,1.04292,0.26,1.232,1.3057
Kepler-257 b,,0.0349126,,,0.0210192
K2-95 b,,0.0652569,,0.361,0.0378756
HATS-34 b,0.930265,0.0316765,0,0.955,0.938774
Kepler-976 b,,0.418342,0,0.87,0.0503054
WASP-10 b,3.19034,0.0384536,0.0507142,0.79,3.19144
Kepler-982 b,,0.129335,0,1.16,0.0170154
GJ 328 b,2.3,4.43476,0.37,0.69,2.3
WASP-17 b,0.507667,0.0499354,0,1.19,0.508547
HAT-P-17 b,0.530106,0.0882385,0.346,0.857,0.530158
Kepler-162 b,,0.0710671,,,0.00656354
Kepler-487 c,,0.216804,0,0.91,0.0219292
HD 67087 b,3.09805,1.08217,0.17,1.36,3.09805
Kepler-293 c,,0.280136,,,0.0463015
HD 102329 b,4.47808,1.80892,0.211,1.3,4.47808
Kepler-872 b,,0.0374071,0,1.05,0.0147338
Kepler-1542 d,,0.0632508,0,0.94,0.0018073
BD -06 1339 c,0.168248,0.436631,0.31,0.7,0.168248
HD 159868 b,2.20004,2.29553,0.01,1.16,2.20004
K2-21 b,,0.0747146,,0.64,0.011856
Kepler-424 b,1.03429,0.0436419,0.002,1.01,0.770225
Kepler-262 c,,0.152976,,,0.0121773
WASP-117 b,0.27543,0.0946483,0.302,1.126,0.2755
WASP-75 b,1.06236,0.0375112,0,1.14,1.07
Kepler-1293 b,,0.0650345,0,1.18,0.00266535
Kepler-222 b,,0.0487958,,,0.0297967
Kepler-334 b,,0.0607596,,,0.00436179
HD 114783 b,1.10505,1.15987,0.144,0.853,1.10505
GJ 581 e,0.00613456,0.028459,0.32,0.31,0.00613456
Kepler-1638 b,,0.787843,0,0.97,0.0137822
Kepler-605 b,,0.0427433,0,0.91,0.0101747
Kepler-327 c,,0.0588339,,,0.00324127
Kepler-793 b,,0.0509367,0,0.98,0.00866602
Kepler-1555 b,,0.0800056,0,1.04,0.0120099
Kepler-419 b,,0.370106,0.833,1.39,2.5
epsilon Ret b,1.37669,1.19471,0.06,1.24,1.37669
GJ 674 b,0.034879,0.0386657,0.2,0.35,0.034879
Kepler-511 b,,0.870478,0,1,0.108498
Kepler-1361 b,,0.0430059,0,0.83,0.00172655
HD 7924 c,0.0248402,0.113438,0.098,0.832,0.0248402
Kepler-57 c,,0.0942979,,0.83,0.0115953
WASP-157 b,0.559161,0.0528415,0,1.26,0.561357
HD 168443 c,17.3857,2.85281,0.2113,0.995,17.3857
K2-35 b,,0.0320135,,0.76,0.00999738
Kepler-172 c,,0.0673847,,,0.0245625
Kepler-1350 b,,0.0436851,0,0.55,0.0199266
WASP-70 A b,0.589331,0.0485382,0,1.106,0.590076
Kepler-933 b,,0.109579,0,0.87,0.0191406
Kepler-1406 b,,0.102102,0,1.05,0.00407386
Kepler-1530 b,,0.035902,0,0.92,0.0121546
Kepler-400 c,,0.131115,,,0.0115291
Kepler-220 e,,0.250899,,,0.00789025
Kepler-1111 b,,0.0860862,0,1.1,0.0147338
WASP-57 b,0.675475,0.0386362,0,0.954,0.675887
Kepler-177 b,,0.221683,,1.07,
HAT-P-37 b,1.1719,0.0379273,0.058,0.929,1.17362
Kepler-198 c,,0.264081,,,0.019315
Kepler-1166 b,,0.195344,0,0.9,0.0125233
Kepler-458 c,,0.146743,0,0.98,0.057999
Kepler-1605 b,,0.361924,0,0.86,0.00378747
K2-60 b,0.424419,0.0403268,0,0.97,0.424566
Kepler-1222 b,,0.0284953,0,0.84,0.00123338
Kepler-1635 b,,1.13739,0,0.89,0.0409391
Kepler-65 b,,0.0351719,,1.25,0.0105382
Kepler-615 b,,0.0837217,0,0.73,0.0128259
Kepler-249 b,,0.0434366,,,0.00396389
WASP-106 b,1.815,0.089107,0,1.092,1.925
HD 81040 b,6.87654,1.9372,0.526,0.96,6.87654
HD 208527 b,10.014,2.099,0.08,1.6,10.014
Kepler-165 b,,0.0794582,,,0.0176845
Kepler-28 b,,0.0581375,0,0.75,0.0397121
Kepler-118 c,,0.145024,,,0.184717
Kepler-1216 b,,0.0521389,0,0.99,0.00915206
HAT-P-32 b,0.861357,0.0342627,0,1.16,0.861516
GJ 163 c,0.0215524,0.125354,0.099,0.4,0.0215524
HD 95089 b,1.12925,1.38575,0.157,1.38,1.12925
XO-3 b,13.0547,0.0477112,0.2884,1.41,13.2849
Kepler-1380 b,,0.0914589,0,0.96,0.0101747
Kepler-478 b,,0.103659,0,0.85,0.0223911
HD 114729 b,0.944758,2.10235,0.167,0.998,0.944758
Kepler-122 e,,0.221179,,,0.0208911
Kepler-634 b,,0.0590906,0,1.03,0.0139495
Kepler-881 b,,0.0539414,0,1.06,0.0131362
Kepler-103 c,,0.64119,0,1.09,0.0877632
Kepler-997 b,,0.0406211,0,1.22,0.00842926
HATS-8 b,0.138218,0.0466748,0,1.056,0.13832
Kepler-1503 b,,0.376527,0,0.77,0.0172355
HD 100655 b,1.33352,0.682908,0.085,1.71,1.33352
Kepler-400 b,,0.0848304,,,0.0122424
HD 141399 c,1.33442,0.689382,0.048,1.07,1.33442
WASP-119 b,1.22567,0.0363001,0,1.02,1.23035
Kepler-106 c,,0.111348,0,1,0.0328478
Kepler-113 b,,0.0502736,0,0.75,0.013404
Kepler-1178 b,,0.182381,0,0.8,0.00364938
HIP 65891 b,6.00119,2.80589,0.13,2.5,6.00119
Kepler-595 b,,0.161025,0,0.87,0.0457295
K2-138 f,,0.104299,0,0.93,0.0246907
HD 142415 b,1.66194,1.06061,0.5,1.065,1.66194
Kepler-1359 b,,0.274559,0,0.78,0.0240196
Kepler-785 b,,0.0282249,0,0.77,1
CoRoT-9 b,0.843564,0.406991,0.11,0.99,0.843564
HD 114386 b,1.3637,1.72685,0.23,0.78,1.3637
HD 103197 b,0.0982431,0.249018,0,0.9,0.0982431
Kepler-698 b,,0.123396,0,0.94,0.0418568
Kepler-1022 b,,0.0863273,0,0.71,0.0181548
7 CMa b,2.43233,1.80264,0.14,1.34,2.43233
K2-3 b,,0.0769351,,0.601,0.0163773
Kepler-368 b,,0.175473,,,0.0318107
Kepler-913 b,,0.0794059,0,0.63,0.015288
Kepler-1224 b,,0.116229,0,1.18,0.00796813
Kepler-335 b,,0.0685981,,,0.0346488
WASP-16 b,0.839364,0.0417858,0,1,0.842294
Kepler-316 b,,0.0335097,,,0.00359062
HD 152581 b,1.51375,1.48938,0,0.927,1.51375
KIC 11442793 h,,0.996347,,1.2,0.937417
Kepler-103 b,0.030444,0.127704,0,1.09,0.0305195
Kepler-1426 b,,0.115827,0,1.02,0.0116544
Kepler-993 b,,0.127733,0,0.57,0.0263549
Kepler-338 b,,0.112199,,,0.0189734
Kepler-1588 b,,0.0762521,0,0.96,0.00111394
Kepler-985 b,,0.451946,0,0.91,0.0265453
HATS-31 b,0.885819,0.0477869,0,1.275,0.889203
WASP-167 b,,0.0359649,,1.518,1
Kepler-974 b,,0.0409318,0,0.52,0.0117248
Kepler-1248 b,,0.0796726,0,1.21,0.00518721
Kepler-129 b,,0.123186,,,0.0182069
Kepler-1331 b,,0.0149794,0,0.72,0.00351465
PH-1 b,,0.629412,0.0539,1.734,0.100437
Kepler-306 d,,0.131044,,,0.019315
Kepler-37 d,0.0057744,0.212021,0.102489,0.803,0.00577478
Kepler-856 b,,0.0774029,0,0.96,0.564251
HD 13908 c,5.13,2.03386,0.12,1.29,5.13
HD 125595 b,0.0416764,0.0809437,0,0.756,0.0416764
Kepler-1499 b,,0.228998,0,0.82,0.0053608
WASP-79 b,0.884655,0.0534741,0,1.52,0.887514
Kepler-1470 b,,0.116773,0,0.8,0.00364938
Kepler-107 b,,0.0423212,,,0.0116666
Kepler-1040 b,,0.667299,0,0.98,0.0154788
Kepler-1542 c,,0.0389169,0,0.94,0.000639382
GJ 9827 b,0.010754,0.0188775,,0.614,0.0107839
Kepler-109 c,,0.151991,0,1.04,0.0199023
HIP 57274 c,0.410096,0.177758,0.05,0.73,0.410096
Kepler-30 d,,0.534239,0.022,0.99,0.0726872
Kepler-1349 b,,0.034023,0,1.16,0.000806332
Kepler-877 b,,0.129482,0,0.85,0.0157709
Kepler-720 b,,0.0540454,0,0.95,0.381266
Kepler-932 b,,0.0288756,0,0.87,0.00866602
Kepler-1628 b,,0.288651,0,0.55,0.112141
Kepler-158 c,,0.18282,,,0.0139923
Kepler-145 c,,0.263015,,1.32,
Kepler-858 b,,0.346809,0,0.96,0.0783692
Kepler-777 b,,0.0522506,0,0.58,0.0109866
HD 93083 b,0.368176,0.476549,0.14,0.7,0.368176
Kepler-970 b,,0.113697,0,0.7,0.0231879
HD 31253 b,0.501427,1.26054,0.3,1.23,0.501427
Kepler-1579 b,,0.0159542,0,0.75,0.00157306
Kepler-191 d,,0.0608391,0,0.85,0.0172355
Kepler-357 c,,0.128672,,,0.0218083
Kepler-861 b,,0.0457701,0,0.82,0.0172355
Kepler-1258 b,,0.0193089,0,0.99,0.00172655
TRAPPIST-1 c,,0.0157578,,0.089,0.003637
Kepler-552 b,,0.0598041,0,1.03,0.0499388
WASP-129 b,0.970133,0.0628192,0,1,0.970915
HD 89744 b,8.18778,0.902604,0.673,1.48,8.18778
Kepler-1441 b,,0.226767,0,1,0.00752338
Kepler-1341 b,,0.471386,0,0.79,0.0267373
Kepler-738 b,,0.157366,0,0.86,0.01966
HD 564 b,0.331101,1.20425,0.096,0.961,0.331101
HD 72892 b,4.91277,0.228745,0.423,1.02,4.91277
HD 183263 c,3.47646,4.29488,0.23873,1.121,3.47646
WASP-42 b,0.496749,0.0547344,0,0.881,0.496968
Kepler-1612 b,,0.047981,0,0.96,0.00325512
Kepler-885 b,,0.143843,0,1.21,0.01966
Kepler-53 d,,0.0893308,,,0.0157841
Kepler-48 b,0.0123287,0.0532027,0,0.88,0.0123966
Kepler-1614 b,,0.045182,0,0.79,0.0115494
HD 192310 c,0.0736073,1.18358,0.32,0.8,0.0736073
HD 1690 b,6.52644,1.36191,0.64,1.18,6.52644
HAT-P-41 b,0.799609,0.0425775,0,1.418,0.800254
Kepler-1493 b,,0.121485,0,1.06,0.00965491
Kepler-42 c,,0.00585017,,0.13,0.000954523
Kepler-1492 b,,0.117442,0,0.77,0.0115494
HATS-15 b,2.16007,0.0271372,0,0.871,2.16279
HD 28185 b,5.79721,1.02341,0.05,0.99,5.79721
HIP 97233 b,19.8471,2.5395,0.61,1.93,19.8471
Kepler-1461 b,,0.17214,0,0.79,0.0150076
Kepler-846 b,,0.140349,0,0.94,0.019398
KELT-4 A b,0.871198,0.0432172,0.03,1.204,0.877536
HD 23127 b,1.40487,2.31864,0.44,1.127,1.40487
HD 154672 b,4.0077,0.602232,0.6,1.08,4.0077
Kepler-275 d,,0.212092,,,0.0333072
Kepler-52 b,,0.0630945,,0.54,0.015593
Kepler-1561 b,,0.0200865,0,1.07,0.00392895
OGLE-TR-10 b,0.626643,0.0434856,0,1.14,0.62
Kepler-370 b,,0.0539702,,,0.011856
Kepler-601 b,,0.0569124,0,0.85,0.014034
gamma Leo A b,10.3722,1.29554,0.144,1.57,10.3722
NN Ser c,2.24099,6.15467,0.22,,2.24099
Kepler-1179 b,,0.0356726,0,0.84,0.00774372
Kepler-930 b,,0.36301,0,1.25,0.0158698
KELT-14 b,1.25718,0.0300684,0,1.239,1.28386
Kepler-1073 b,,0.0826512,0,1,0.0174594
MASCARA-1 b,1.73291,0.0390586,0,1.72,1.73529
HAT-P-2 b,8.85612,0.0679088,0.5171,1.308,8.87066
HAT-P-24 b,0.685652,0.0465021,0.067,1.191,0.685857
HD 11506 b,4.7347,2.60488,0.3,1.19,4.7347
Kepler-758 c,,0.0581708,0,1.16,0.0125233
K2-5 c,,0.0780146,,0.53,0.0155133
tau Boo b,4.13,0.0480039,0.023,1.341,5.95
Kepler-422 b,0.43015,0.0812822,0.016,1.15,1
Kepler-124 c,,0.112713,,,0.0129124
HATS-16 b,,0.0374388,0,0.97,1
Kepler-1081 b,,0.0461241,0,0.88,0.0030088
Kepler-1539 b,,0.481868,0,0.84,0.0222358
Kepler-1458 b,,0.254946,0,0.96,0.0230257
Kepler-184 c,,0.145651,,,0.0145328
XO-2S c,1.371,0.47557,0.1528,0.982,1.371
HD 34445 b,0.790506,2.06642,0.27,1.069,0.790506
Kepler-318 b,,0.0546218,,,0.0733215
OGLE-2007-BLG-368L b,,,,0.64,0.0629
K2-138 d,,0.0588328,0,0.93,0.0224237
KELT-7 b,1.26419,0.0441609,0,1.535,1.28
Kepler-1321 c,,0.0271739,0,0.54,0.0185165
Kepler-1311 c,,0.036989,0,1.05,0.00590412
Kepler-1260 b,,0.142675,0,1.06,0.0130579
HD 125612 b,3.06805,1.3728,0.45899,1.1,3.06805
Kepler-20 f,,0.137859,0,0.912,0.00323095
Kepler-198 b,,0.13337,,,0.0239491
42 Dra b,3.73203,1.16693,0.38,0.92,3.73203
Kepler-808 b,,0.0131437,0,0.76,0.0107116
HIP 109600 b,2.68597,0.706259,0.163,0.87,2.68597
Kepler-216 b,,0.0762713,,,0.0179955
Kepler-292 d,,0.0719945,,,0.0167934
Kepler-53 b,,0.136705,,0.98,0.0249941
KELT-11 b,0.19872,0.0626633,0.066,1.463,0.199113
Kepler-11 b,,0.0914497,0.045,0.961,0.00597804
HD 153950 b,2.74209,1.28031,0.34,1.12,2.74209
Kepler-69 b,,0.104565,0.16,0.81,0.0168702
Kepler-27 c,,0.168484,0,0.65,0.0793989
Kepler-1434 b,,0.0894052,0,1.47,0.00422224
HD 16141 b,0.249652,0.355656,0.252,1.052,0.249652
Kepler-221 c,,0.0623799,,,0.0256819
WASP-97 b,1.31694,0.0330527,0,1.12,1.32
Kepler-7 b,0.436942,0.0622369,0,1.347,0.437758
HIP 91258 b,1.068,0.0566534,0.024,0.95,1.068
Kepler-486 b,,0.176071,0,0.79,0.7621
WASP-24 b,1.08429,0.0365155,0,1.184,1.091
HAT-P-29 b,0.778006,0.0666842,0.095,1.207,0.779004
Kepler-38 b,,0.429659,0,0.949,0.0621296
Kepler-546 b,,0.0523044,0,1.11,0.204677
HD 219134 b,0.0148322,0.0387273,0,0.81,0.0148877
HD 204313 d,1.60642,3.94498,0.28,1.02,1.60642
PSR B1257+12 B,,0.321369,0.0186,,0.0135305
Kepler-147 b,,0.10603,,,0.0125754
HD 50554 b,4.39876,2.26097,0.444,1.025,4.39876
HD 11964 c,0.0770689,0.226601,0.301733,1.08,0.0770689
Kepler-1044 b,,0.0718867,0,1.08,0.021778
Kepler-79 d,,0.272969,0.025,,0.0189
Kepler-344 c,,0.490824,,,0.0260126
HD 13189 b,7.12332,1.25186,0.27,1.17,7.12332
HD 60532 b,1.0348,0.759258,0.28,1.44,1.0348
Kepler-1321 b,,0.0794372,0,0.54,0.0802404
Kepler-570 b,,0.0505272,0,0.93,0.0191406
Kepler-1151 b,,0.305198,0,0.88,0.0166923
HAT-P-11 b,0.0825071,0.0525443,0.198,0.81,0.0825354
Kepler-450 c,,0.133829,0,1.346,
Kepler-406 b,0.0199895,0.0361437,0,1.07,0.0199792
Kepler-171 b,,0.0506781,,,0.0178911
Kepler-627 b,,0.252724,0,1.3,0.0434306
Kepler-330 b,,0.0799685,,,0.00829825
HD 104067 b,0.185935,0.264333,0,0.791,0.185935
Kepler-1452 b,,0.268995,0,1.41,0.0222358
Kepler-229 b,,0.0664249,,,0.0165098
Kepler-638 b,,0.0624727,0,0.88,0.0134548
Kepler-144 c,,0.0914719,,,0.00829825
